trajectory,C,u_per,I,u,soc,R1,C1,R0,k,s
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9999997,0.0036099907,979.2182,0.008969107,0.033728294,5.6516333
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99984443,0.0036107919,979.2034,0.008969107,0.033728294,5.651586
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99968886,0.003611595,979.18835,0.008969107,0.033728294,5.651538
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99953336,0.003612398,979.1736,0.008969107,0.033728294,5.6514893
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9993778,0.003613202,979.1586,0.008969107,0.033728294,5.6514406
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9992222,0.0036140056,979.1439,0.008969107,0.033728294,5.6513934
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99906665,0.0036148098,979.129,0.008969107,0.033728294,5.6513467
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9989111,0.0036156136,979.11414,0.008969107,0.033728294,5.6512976
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9987556,0.0036164178,979.09924,0.008969107,0.033728294,5.65125
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9986,0.0036172222,979.0844,0.008969107,0.033728294,5.651202
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99844444,0.0036180264,979.0696,0.008969107,0.033728294,5.6511555
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99828887,0.003618831,979.05475,0.008969107,0.033728294,5.651107
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99813336,0.003619636,979.03986,0.008969107,0.033728294,5.6510596
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9979778,0.0036204415,979.025,0.008969107,0.033728294,5.6510124
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9978222,0.0036212467,979.01013,0.008969107,0.033728294,5.650965
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99766666,0.0036220518,978.9953,0.008969107,0.033728294,5.650917
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9975111,0.0036228579,978.98035,0.008969107,0.033728294,5.65087
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9973556,0.0036236632,978.9656,0.008969107,0.033728294,5.650821
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9972,0.0036244697,978.95074,0.008969107,0.033728294,5.650774
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99704444,0.003625276,978.93585,0.008969107,0.033728294,5.650728
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9968889,0.0036260819,978.921,0.008969107,0.033728294,5.6506815
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9967333,0.003626888,978.9061,0.008969107,0.033728294,5.6506324
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9965778,0.0036276947,978.89124,0.008969107,0.033728294,5.6505866
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99642223,0.003628502,978.8764,0.008969107,0.033728294,5.65054
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99626666,0.0036293091,978.8616,0.008969107,0.033728294,5.6504908
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9961111,0.003630116,978.8467,0.008969107,0.033728294,5.650445
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9959555,0.0036309236,978.8319,0.008969107,0.033728294,5.6503983
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9958,0.0036317308,978.817,0.008969107,0.033728294,5.650354
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99564445,0.0036325392,978.80206,0.008969107,0.033728294,5.650305
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9954889,0.0036333469,978.78735,0.008969107,0.033728294,5.650259
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9953333,0.003634155,978.7724,0.008969107,0.033728294,5.6502123
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9951778,0.0036349627,978.7575,0.008969107,0.033728294,5.6501665
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99502224,0.0036357716,978.7427,0.008969107,0.033728294,5.650118
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99486667,0.00363658,978.7279,0.008969107,0.033728294,5.650073
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9947111,0.003637389,978.713,0.008969107,0.033728294,5.6500273
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99455553,0.003638198,978.6982,0.008969107,0.033728294,5.64998
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9944,0.0036390072,978.6833,0.008969107,0.033728294,5.6499343
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99424446,0.003639816,978.6685,0.008969107,0.033728294,5.64989
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9940889,0.0036406256,978.6536,0.008969107,0.033728294,5.649842
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9939333,0.0036414356,978.63873,0.008969107,0.033728294,5.6497955
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99377775,0.0036422457,978.62384,0.008969107,0.033728294,5.6497498
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99362224,0.0036430554,978.609,0.008969107,0.033728294,5.649704
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9934667,0.0036438652,978.5942,0.008969107,0.033728294,5.6496577
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9933111,0.0036446762,978.57935,0.008969107,0.033728294,5.649612
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99315554,0.0036454867,978.56445,0.008969107,0.033728294,5.649565
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.993,0.0036462974,978.5496,0.008969107,0.033728294,5.649521
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99284446,0.003647108,978.53467,0.008969107,0.033728294,5.649475
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9926889,0.0036479195,978.51984,0.008969107,0.033728294,5.649429
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9925333,0.0036487305,978.505,0.008969107,0.033728294,5.6493816
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99237776,0.0036495423,978.4902,0.008969107,0.033728294,5.6493387
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99222225,0.0036503538,978.47534,0.008969107,0.033728294,5.649293
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9920667,0.0036511656,978.4605,0.008969107,0.033728294,5.6492467
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9919111,0.0036519773,978.4456,0.008969107,0.033728294,5.6492014
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99175555,0.0036527892,978.4307,0.008969107,0.033728294,5.649157
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9916,0.0036536022,978.4159,0.008969107,0.033728294,5.6491113
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99144447,0.0036544143,978.4011,0.008969107,0.033728294,5.649065
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9912889,0.0036552271,978.3863,0.008969107,0.033728294,5.6490207
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99113333,0.00365604,978.37134,0.008969107,0.033728294,5.6489763
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99097776,0.0036568528,978.3566,0.008969107,0.033728294,5.64893
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9908222,0.0036576663,978.3417,0.008969107,0.033728294,5.6488867
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9906667,0.0036584793,978.32684,0.008969107,0.033728294,5.6488423
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9905111,0.003659293,978.312,0.008969107,0.033728294,5.6487966
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99035555,0.0036601075,978.2971,0.008969107,0.033728294,5.648751
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9902,0.003660921,978.28235,0.008969107,0.033728294,5.648706
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9900444,0.003661735,978.2675,0.008969107,0.033728294,5.6486616
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9898889,0.0036625492,978.25256,0.008969107,0.033728294,5.6486173
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98973334,0.0036633634,978.23773,0.008969107,0.033728294,5.648573
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9895778,0.003664178,978.22296,0.008969107,0.033728294,5.6485286
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9894222,0.0036649932,978.20807,0.008969107,0.033728294,5.6484838
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9892667,0.0036658074,978.19324,0.008969107,0.033728294,5.6484404
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9891111,0.0036666237,978.1784,0.008969107,0.033728294,5.648394
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98895556,0.0036674386,978.16345,0.008969107,0.033728294,5.648351
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9888,0.003668254,978.1486,0.008969107,0.033728294,5.648307
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9886444,0.0036690698,978.13385,0.008969107,0.033728294,5.648261
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9884889,0.0036698857,978.119,0.008969107,0.033728294,5.648219
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98833334,0.003670702,978.1042,0.008969107,0.033728294,5.6481743
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9881778,0.0036715178,978.0893,0.008969107,0.033728294,5.6481314
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9880222,0.0036723348,978.0744,0.008969107,0.033728294,5.6480865
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98786664,0.0036731511,978.05963,0.008969107,0.033728294,5.6480436
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98771113,0.0036739677,978.04474,0.008969107,0.033728294,5.647999
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98755556,0.0036747851,978.02985,0.008969107,0.033728294,5.647955
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9874,0.0036756024,978.0151,0.008969107,0.033728294,5.64791
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9872444,0.0036764194,978.00024,0.008969107,0.033728294,5.647867
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9870889,0.0036772364,977.98535,0.008969107,0.033728294,5.647824
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98693335,0.0036780539,977.9705,0.008969107,0.033728294,5.647779
